,neno,tag,uwingi,word
37123,penya,verb,,make one's way into
37124,penya,verb,,make one's way among obstacles
37125,penya,verb,,penetrate
37126,penya,verb,,make one's way through
37127,penya,verb,,enter
37128,penyaji,noun 5/6,mapenyaji,bribery
37129,penyaji,noun 5/6,mapenyaji,insinuation
37130,penyaji,noun 5/6,mapenyaji,ction
37131,penyaji,noun 5/6,mapenyaji,smuggling
37132,penyaji,noun 5/6,mapenyaji,ction
37133,penyaji,noun 5/6,mapenyaji,ction
37134,penyapenya,verb,,make one's way among obstacles
37135,penyapenya,verb,,penetrate
37136,penye,adjective,,where there is(use with a following obj)
37137,tangi,noun,,filling station
37138,penyeka,verb,,be penetrable
37139,penyenye,noun 5/6,mapenyenye,ccess
37140,penyenye,noun 5/6,mapenyenye,ffairs
37141,penyenye,noun 5/6,mapenyenye,secret)
37142,penyenye,noun 5/6,mapenyenye,atter
37143,penyesha,verb,,force in
37144,penyesha,verb,,put in (by force)
37145,penyesha,verb,,smuggle
37146,penyewe,adjective,,isolated
37147,penyeza,verb,,bribe
37148,penyeza,verb,,cause to go into
37149,penyeza,verb,,insinuate
37150,penyeza,verb,,introduce by stealth
37151,penyeza,verb,,penetrate
37152,penyeza,verb,,put into (by force)
37153,penyeza,verb,,smuggle
37154,penyeza,verb causative,,force into
37155,penyeza,verb causative,,insert
37156,penyezi,noun 5/6,mapenyezi,bribery
37157,penyezi,noun 5/6,mapenyezi,insinuation
37158,penyezi,noun 5/6,mapenyezi,ction
37159,penyezi,noun 5/6,mapenyezi,smuggling
37160,penyezi,noun 5/6,mapenyezi,ction
37161,penyezi,noun 5/6,mapenyezi,ction
37162,penyo,noun 5/6,mapenyo,omething)
37163,penzi,noun 5/6,mapenzi,desire
37164,penzi,noun 5/6,mapenzi,favor
37165,penzi,noun 5/6,mapenzi,inclination
37166,penzi,noun 5/6,mapenzi,liking
37167,penzi,noun 5/6,mapenzi,love
37168,penzi,noun 5/6,mapenzi,will
37169,penzi,noun 5/6,mapenzi,wish
37170,pepa,verb,,fan
37171,pepa,verb,,reel
37172,pepa,verb,,shake
37173,pepa,verb,,stagger
37174,pepa,verb,,swing
37175,pepa,verb,,totter
37176,pepa,verb,,wave
37177,pepe,noun 5/6,mapepe,corncob
37178,pepe,noun 5/6,mapepe,rain
37179,pepe,noun 5/6,mapepe,aize
37180,pepea,verb,,blow with the wind
37181,pepea,verb,,fan
37182,pepea,verb,,fly
37183,pepea,verb,,shake something
37184,pepea,verb,,swing something
37185,pepea,verb,,wave something
37186,pepelea,verb,,cool by fanning
37187,pepelea,verb,,shake for
37188,pepeo,noun 5/6an,mapepeo,butterfly
37189,pepeo,noun 5/6,mapepeo,tc)
37190,pepeo,noun 5/6,mapepeo,ventilator
37191,peperuka,verb,,be blown away
37192,peperuka,verb,,be carried away
37193,peperuka,verb,,fly away
37194,peperuka,verb,,soar up
37195,peperusha,verb causative,,blow away
37196,As,s,,
37197,macho,verb,,blink (the eyes)
37198,macho,verb,,squint
37199,pepesua,verb,,make stagger
37200,pepesua,verb,,make stumble
37201,pepesuka,verb,,lurch
37202,pepesuka,verb,,reel
37203,pepesuka,verb,,stagger
37204,pepesuka,verb,,stumble
37205,pepesuka,verb,,totter
37206,pepesuka,verb potential,,shake
37207,pepeta,verb,,separate
37208,pepeta,verb,,sift
37209,pepeta,verb,,winnow
37210,pepeta,noun 9/10,pepeta,ice
37211,pepetua,verb,,separate
37212,pepetua,verb,,sift
37213,pepetua,verb,,winnow
37214,pepo,verb,,be possessed
37215,pepo,noun 1/2,wenye, spirit
37216,pepo,noun 9/10,pepo,ncestors)
37217,pepo,noun 9/10,pepo,afterworld
37218,pepo,noun 9/10,pepo,ead
37219,pepo,noun 9/10,pepo,pirits
37220,pepo,noun 9/10,pepo,ereafter
37221,pepo,noun 9/10,pepo,orld
37222,pepo,noun 9/10,pepo,Paradise
37223,pepo,noun 9/10an,pepo,pirit
37224,pepo,noun 9/10an,pepo,spirit
37225,pepo,noun 9/10,pepo,pirits
37226,mbaya,noun 9,,evil spirit
37227,punda,noun 9,,evil spirit
37228,punda,noun 9,,lockjaw
37229,punda,noun 9,,tetanus
37230,kesho,noun 9,,the hereafter
37231,kesho,noun 9,,the other world
37232,leo,noun 9,,the world of the living
37233,leo,noun 9,,the present world
37234,peponi,phrase,,Eden
37235,peponi,phrase,,gardens of paradise
37236,Peponi,noun 9,,Heaven
37237,peponi,noun 9,,the hereafter
37238,peponi,noun 9,,the other world
37239,Peponi,noun 9,,Paradise
37240,pepopunda,noun 9,,lockjaw
37241,pepopunda,noun 9,,tetanus
37242,pepua,verb,,separate
37243,pepua,verb,,sift
37244,pepua,verb,,winnow
37245,pera,noun 9/10,mapera,guava
37246,perema,noun 9,,mumps
37247,kali,noun,ada,ssence
37248,peremende,noun 5/6,maperemende,sweet
37249,peremende,noun 5/6,maperemende,hard)
37250,peremende,noun 5/6,maperemende,peppermint
37251,perementi,noun 5/6,maperementi,hard)
37252,perementi,noun 5/6,maperementi,peppermint
37253,pesa,verb,,blink
37254,pesa,verb,,wink
37255,pesa,noun 5/6,mapesa,money
37256,pesa,noun 5/6,mapesa,pice
37257,peseli,noun 9/10,penseli,pencil
37258,peta,verb,,bend
37259,peta,verb,,bow
37260,peta,verb,,curve
37261,peta,verb,,fold over
37262,peta,verb,,roll up
37263,peta,verb,,separate
37264,peta,verb,,sift
37265,peta,verb,,turn up
37266,peta,verb,,winnow
37267,petana,verb,,be bent in a circle
37268,petana,verb,,be bound
37269,pete,noun 5/6,mapete,circle
37270,pete,noun 5/6,mapete, door)
37271,pete,noun 5/6,mapete,hoop
37272,pete,noun 5/6,mapete,iercing
37273,pete,noun 5/6,mapete,ring
37274,pete,noun 5/6,mapete, door)
37275,petemana,verb,,be bent in a circle
37276,petemana,verb,,be made into a loop
37277,petemana,verb,,be formed into a ring
37278,petemanisha,verb,,bend round
37279,petemanisha,verb,,give a curve to something
37280,petemanisha,verb,,form into a ring
37281,petesha,verb,,bend round
37282,petesha,verb,,make a ring of something
37283,petesha,verb,,be formed into a ring
37284,peto,verb,,wrinkle
37285,peto,noun 5/6,mapeto,atting)
37286,peto,noun 5/6,mapeto,chains
37287,peto,noun 5/6,mapeto,fetters
37288,peto,noun 5/6,mapeto,ack
37289,petroli,noun 9,,gasoline
37290,petroli,noun 9,,petrol
37291,petu,adjective,,our place
37292,petua,verb,,turn around
37293,petua,verb,,turn over
37294,petua,verb,,turn upside down
37295,petua,verb,,upset
37296,petuka,verb,,bado
37297,petulia,verb,,bado
37298,petusha,verb,,bado
37299,peupe,noun 14,,open place
37300,pevu,adjective,,adult
37301,pevu,adjective,,fullgrown
37302,pevu,adjective,,mature
37303,pevu,adjective,,ripe
37304,pevua,verb,,corrupt
37305,pevua,verb,,develop fully
37306,that,s,,
37307,pevua,verb,,hasten the maturity
37308,pevua,verb,,mature
37309,pevua,verb,,overstimulate
37310,pevua,verb,,pervert
37311,pevua,verb,,ripen
37312,pevuka,verb,,reach a climax
37313,pevuka,verb,,reach culmination
37314,pevuka,verb,,be fully developed
37315,pevuka,verb,,be mature
37316,pevusha,verb,,corrupt
37317,pevusha,verb,,allow to ripen
37318,pevusha,verb,,ruin
37319,pewa,verb,,be given
37320,pewa,verb,,have been given
37321,pewa,verb,,be presented
37322,pezi,noun 5/6,mapezi,crookedness
37323,pezi,noun 5/6,mapezi,ish)
37324,pia,adverb,,also
37325,pia,adverb,,completely
37326,pia,adverb,,even
37327,pia,adverb,,without exception
37328,pia,adverb,,totally
37329,pia,noun 9/10,pia,reel
37330,pia,noun 9/10,pia,spindle
37331,pia,noun 9/10,pia,spool
37332,pia,noun 9/10,pia,child'oy)
37333,pia,noun 9/10,pia,totally
37334,goti,noun 9/10,pia,kneecap
37335,mguu,noun 9/10,pia,kneecap
37336,picha,verb,,draw
37337,picha,verb,,photograph
37338,picha,verb,,take a picture
37339,picha,noun 9/10,picha,drawing
37340,picha,noun 9/10,picha,picture
37341,picha,noun 9/10,picha,photograph
37342,piga,verb,,beat
37343,piga,verb,,hit
37344,piga,verb,,strike
37345,ngoma,verb,,beat a drum
37346,ngumi,verb,,strike with the fist
37347,pambaja,verb,,embrace
37348,pasi,verb,,iron (clothes)
37349,pua,verb,,blow the nose
37350,pua,verb,,snort
37351,ramli,verb,,tell fortunes
37352,sulu,verb,,polish
37353,sulu,verb,,rub
37354,sulu,verb,,scour
37355,pigana,verb reciprocal,,fight
37356,pigana,verb reciprocal,,strike each other
37357,pigania,verb applrecip,,fight for something
37358,pigano,noun 5/6,mapigano,battle
37359,pigano,noun 5/6,mapigano,engagement
37360,pigano,noun 5/6,mapigano,fight
37361,pigano,noun 5/6,mapigano,quarrel
37362,pigano,noun 5/6,mapigano,skirmish
37363,pigapiga,verb,,whip (eggs etc)
37364,pigia,verb,,bado
37365,kura,verb,,elect someone
37366,simu,verb,,call someone up
37367,pigika,verb,,bado
37368,pigilia,verb,,drive home
37369,pigilia,verb,,ram down
37370,pigilia,verb,,strike in
37371,pigilia,verb,,tamp
37372,pigipigi,noun 5/6,mapigipigi,ruit
37373,pigisha,verb,,bado
37374,pigo,noun 5/6,mapigo,accident
37375,pigo,noun 5/6,mapigo,blow
37376,pigo,noun 5/6,mapigo,hardship
37377,pigo,noun 5/6,mapigo,misfortune
37378,pigo,noun 5/6,mapigo,stroke
37379,pigo,noun 5/6,mapigo,beating
37380,pigo,noun 5/6,mapigo,strike
37381,pigwa,verb passive,,be beaten
37382,vidole,noun 9/10,,keyboard
37383,pika,verb,,boil
37384,pika,verb,,cook
37385,pika,verb,,prepare food
37386,piki,noun 5/6,mapiki,motorcycle
37387,piki,noun 5/6,mapiki,ruit
37388,pikipiki,noun 9/10,pikipiki,cooter
37389,pikipiki,noun 9/10,pikipiki,motorcycle
37390,pikipiki,noun 9/10,pikipiki,scooter
37391,pikipiki,noun 5/6,mapikipiki,ruit
37392,piku,verb,,cheat (at cards)
37393,piku,verb,,excel
37394,piku,verb,,outdo
37395,piku,verb,,surpass
37396,piku,verb,,win (at cards)
37397,piku,noun 5/6,mapiku,ards)
37398,pikwa,verb,,be cooked
37399,pilao,noun 9/10,pilao,eat
37400,pilau,noun 9/10,pilau,eat
37401,pili,adverb,,over the page
37402,pili,adverb,,other side
37403,pili,adjective,,second
37404,pili,adjective,,two
37405,pili,noun 9/10,pili,f)
37406,pili,adverb,,following
37407,pili,adverb,,next
37408,pili,adverb,,secondly
37409,pilipili,adjective,,spicy
37410,pilipili,noun 9/10,pilipili,pepper
37411,black,red,,
37412,pilkapilka,noun 9/10,pilkapilka, camera)
37413,pima,verb,,consider critically
37414,pima,verb,,criticize
37415,pima,verb,,form an estimate
37416,pima,verb,,examine
37417,pima,verb,,measure
37418,pima,verb,,think
37419,pima,verb,,weigh
37420,pima,verb,,test
37421,joto,verb,,take someone's temperature
37422,pima,phrase,,stare into space
37423,pima,noun 9/10,pima,fathom
37424,pima,noun 9/10,pima,ards
37425,pimamaji,noun 9/10,pimamaji,auge
37426,pimamaji,noun 9/10,pimamaji,evel
37427,pimamaji,noun 9/10,pimamaji,stage
37428,pimamaji,noun 9/10,pimamaji,evel
37429,pimana,verb reciprocal,,criticize each other
37430,pimapima,noun 5/6,mapimapima,geometer
37431,pimapima,noun 5/6,mapimapima,measurer
37432,pimasharazi,noun 9/10,pimasharazi,auge
37433,pimasharazi,noun 9/10,pimasharazi,evel
37434,pimasharazi,noun 9/10,pimasharazi,evel
37435,pimbi,noun 9/10an,pimbi,hyrax
37436,pimia,verb applicative,,examine for
37437,pimia,verb applicative,,measure
37438,pimika,verb,,be measurable
37439,pimo,noun 5/6,mapimo,measurement
37440,pimwa,verb,,be measured
37441,pinda,verb,,bend
37442,pinda,verb,,curve
37443,pinda,verb,,fold
37444,pinda,verb,,twist
37445,pinda,noun 5/6,mapinda,cadaver
37446,pindamana,verb,,be convulsed
37447,pindamana,verb,,be entangled
37448,pindamana,verb,,be gnarled
37449,pindamana,verb,,be twisted together
37450,pindana,verb,,assert dogmatically
37451,pindana,verb,,have a cramp
37452,pindana,verb,,be fitted together
37453,pindana,verb,,be folded together
37454,pindana,verb,,be strained
37455,pindana,verb,,be stubborn
37456,pindana,verb,,be tense
37457,pindani,adjective,,obstinate
37458,pindani,adjective,,stubborn
37459,pindani,adjective,,unyielding
37460,pindi,conjunction,,if
37461,pindi,conjunction,,when
37462,pindi,conjunction,,although
37463,pindi,conjunction,,if
37464,pindi,conjunction,,supposing
37465,pindi,conjunction,,(at the time) when
37466,pindi,noun 5/6,mapindi,cadaver
37467,pindi,noun 5/6,mapindi, eath)
37468,pindi,noun 5/6,mapindi,coil
37469,pindi,noun 5/6,mapindi,curve
37470,pindi,noun 5/6,mapindi,winding
37471,pindi,noun 5/6,mapindi,bend
37472,pindi,noun 5/6,mapindi,ime)
37473,mwakani,Uhuru wa Watumwa,,
37474,pindi,noun 5/6,mapindi,ime)
37475,pindi,noun 5/6,mapindi,ime)
37476,pindi,noun 5/6,mapindi,f)
37477,times,=divisions,,
37478,pindi,noun 5/6,mapindi,turn
37479,pindi,noun 5/6,mapindi,twist
37480,mchana,noun 11,,times of the day
37481,pindika,verb,,be bent
37482,pindo,noun 5/6,mapindo, cloth)
37483,pindo,noun 5/6,mapindo,edge
37484,pindo,noun 5/6,mapindo,hem
37485,pindu,adverb,,upside down
37486,pindu,noun 5/6,mapindu,cartwheel
37487,pindu,noun 5/6,mapindu,somersault
37488,pindu,noun 5/6,mapindu,sudden)
37489,pindua,verb converse,,turn around
37490,pindua,verb converse,,change direction
37491,pindua,verb converse,,overturn
37492,pindua,verb converse,,reverse
37493,pindua,verb converse,,turn upside down
37494,pinduani,noun 5/6an,mapinduani,erson
37495,pinduani,noun 5/6an,mapinduani,radical
37496,pinduani,noun 5/6an,mapinduani,revolutionist
37497,pinduani,noun 5/6an,mapinduani,erson
37498,pinduka,verb,,overturn
37499,pinduka,verb,,turn over
37500,pinduka,verb inverpotentrans,,bend
37501,pinduka,verb inverpotentrans,,be changed
37502,pinduka,verb inverpotentrans,,take a new direction
37503,pinduka,verb inverpotentrans,,be turned around
37504,pindukia,verb applpoten,,climb over something
37505,pindukia,verb applpoten,,exceed
37506,pinduli,noun 5/6,mapinduli,hange)
37507,pinduli,noun 5/6,mapinduli,hange)
37508,pinduli,noun 5/6,mapinduli, f
37509,pinduli,noun 5/6,mapinduli,impetus
37510,pinduli,noun 5/6,mapinduli,pendulum
37511,pinduli,noun 5/6,mapinduli,park
37512,pindulia,verb,,bado
37513,pinduo,noun 5/6,mapinduo,alteration
37514,pinduo,noun 5/6,mapinduo,hange
37515,pinduo,noun 5/6,mapinduo,hange
37516,pinduo,noun 5/6,mapinduo,revolution
37517,pinduo,noun 5/6,mapinduo,transformation
37518,pindupindu,adverb,,head over heels
37519,pindupindu,noun 9,,cholera
37520,pindupindu,noun 9/10,pindupindu,convulsion
37521,pindupindu,noun 9/10,pindupindu,fit
37522,pindupindu,noun 9/10,pindupindu,seizure
37523,pinduza,verb,,bado
37524,pindwa,verb passive,,be turned
37525,pinga,verb,,bet
37526,pinga,verb,,block
37527,pinga,verb,,check
37528,pinga,verb,,contradict
37529,pinga,verb,,counteract
37530,pinga,verb,,fasten
37531,pinga,verb,,frustrate
37532,pinga,verb,,lock
37533,pinga,verb,,obstruct
37534,pinga,verb,,oppose
37535,pinga,verb,,refute
37536,pinga,verb,,revoke
37537,pinga,verb,,thwart
37538,pinga,verb,,wager
37539,pinga,verb,,be against
37540,pinga,verb,,object
37541,pingama,verb,,be opposed
37542,pingama,verb,,be in opposition
37543,pingamana,verb,,be opposed to something
37544,pingamana,verb,,be in opposition to something
37545,pingamanisha,verb,,deliberately frustrate something
37546,pingamanisha,verb,,deliberately obstruct something
37547,pingamizi,noun 9/10,pingamizi,difficulty
37548,pingamizi,noun 9/10,pingamizi,disturbance
37549,pingamizi,noun 9/10,pingamizi,handicap
37550,pingamizi,noun 9/10,pingamizi,impediment
37551,pingamizi,noun 9/10,pingamizi,interruption
37552,pingamizi,noun 9/10,pingamizi,obstacle
37553,pingana,verb,,make a bet with each other
37554,pingana,verb,,challenge each other
37555,pingana,verb,,contradict each other
37556,pingana,verb,,defy each other
37557,pingana,verb,,thwart each other
37558,pingani,adjective,,obstructive
37559,pingani,adjective,,contrary (of people)
37560,pingani,adjective,,difficult (of people)
37561,pingani,adjective,,obstructive (of people)
37562,pingani,adjective,,troublesome (of people)
37563,pingili,noun 9/10,pingili,oints)
37564,pingili,noun 9/10,pingili,section
37565,pingine,adverb,,maybe
37566,pingine,adverb,,perhaps
37567,pingine,adverb,,sometimes
37568,sometimes,s,,
37569,pingo,noun 5/6,mapingo,barrier
37570,pingo,noun 5/6,mapingo, door)
37571,pingo,noun 5/6,mapingo,obstruction
37572,pingu,noun 5/6,mapingu,pirits
37573,pingu,noun 5/6,mapingu,isc)
37574,pingu,noun 5/6,mapingu,fetter
37575,pingu,noun 5/6,mapingu,handcuff
37576,pingu,noun 5/6,mapingu,rees
37577,pingu,noun 5/6,mapingu,shackle
37578,pingua,verb,,carry away
37579,pingua,verb,,cut up
37580,pingua,verb,,cut into lengths
37581,pingua,verb,,cut open
37582,pingua,verb,,cut into pieces
37583,pingua,verb,,remove
37584,pingua,verb,,unfasten
37585,pingwa,verb,,be opposed
37586,pingwa,verb,,be thwarted
37587,pini,noun 5/6,mapini,ool
37588,pini,noun 9/10,pini,pin
37589,pinki,adjective,,pink
37590,pinza,verb,,bado
37591,pipa,noun 5/6,mapipa,barrel
37592,pipa,noun 5/6,mapipa,cask
37593,pipa,noun 5/6,mapipa,ontainer)
37594,pipa,noun 5/6,mapipa,tank
37595,pipa,noun 5/6,mapipa,watercontainer
37596,pipi,noun 9/10,pipi,bonbon
37597,pipi,noun 9/10,pipi,candy
37598,pipi,noun 9/10,pipi,sugardrop
37599,mpira,noun 9/10,pipi,chewinggum
37600,piramidi,noun 5/6,mapiramidi,pyramid
37601,piri,noun 9/10,piri,f)
37602,pirikana,verb,,be well developed
37603,pirikana,verb,,be muscular
37604,pirikapirika,noun 9/10,pirikapirika,agitation
37605,pirikapirika,noun 9/10,pirikapirika,joyful)
37606,pirikapirika,noun 9/10,pirikapirika,excitement
37607,pisha,verb,,miss
37608,pisha,verb,,neglect
37609,pisha,verb,,waste
37610,pisha,verb causative,,conduct
37611,pisha,verb causative,,guide
37612,pisha,verb causative,,lead
37613,pisha,verb causative,,allow to pass
37614,pisha,verb causative,,make room for
37615,pishana,verb causrecip,,depart
37616,pishana,verb causrecip,,diverge
37617,pishana,verb causrecip,,pass by each other
37618,pishi,noun 9/10,pishi,tc)
37619,pishi,noun 9/10,pishi,  lb)
37620,pisho,noun 5/6,mapisho,y)
37621,pistola,noun 9/10,pistola,pistol
37622,pistola,noun 9/10,pistola,revolver
37623,piswa,verb,,speak confusedly (like a feebleminded or senile person)
37624,piswa,verb,,speak foolishly (like a feebleminded or senile person)
37625,pita,verb,,be better than
37626,pita,verb,,go beyond
37627,pita,verb,,die
37628,pita,verb,,distinguish oneself
37629,pita,verb,,exceed
37630,pita,verb,,excel
37631,pita,verb,,go on
37632,pita,verb,,go past
37633,pita,verb,,pass
37634,pita,verb,,proceed
37635,pita,verb,,surpass
37636,pitapita,noun 9/10,pitapita,bustle
37637,pitapita,noun 9/10,pitapita,oing
37638,pitia,verb,,be forgotten
37639,pitia,verb,,pass by
37640,pitia,verb,,go past
37641,pitia,verb applicative,,call for someone
37642,pitia,verb applicative,,pass through
37643,rohoni,verb,,cross one's mind
37644,pitiana,verb,,be in association with each other
37645,pitiana,verb,,be on familiar terms
37646,pitiana,verb,,be in constant touch with each other
37647,pitika,verb applpoten,,be passed
37648,pitilia,verb,,bado
37649,pitisha,verb,,miss
37650,pitisha,verb,,neglect
37651,pitisha,verb,,pass
37652,pitisha,verb,,waste
37653,pitisha,verb causative,,conduct
37654,pitisha,verb causative,,guide
37655,pitisha,verb causative,,allow to pass
37656,pitisha,verb causative,,make room for
37657,wakati,verb causative,,pass time
37658,wakati,verb causative,,waste time
37659,hukumu,verb,,pass a sentence
37660,sentence,s,,
37661,pitiwa,verb,,forget
37662,pito,noun 5/6,mapito,passage
37663,pito,noun 5/6,mapito,f)
37664,pito,noun 5/6,mapito,path
37665,pituka,verb potential,,turn upsidedown
37666,pitwa,na verb passive,,miss
37667,pitisha,verb causative,,lead
37668,plagi,noun 9/10,plagi,bung
37669,plagi,noun 9/10,plagi,electric)
37670,plagi,noun 9/10,plagi,stopper
37671,plani,noun 9/10,plani,plan
37672,plastiki,noun 9/10,plastiki,plastic
37673,plastisini,noun 9/10,plastisini,plasticine
37674,plau,noun 9/10,plau,plow
37675,plen,adjective,,plain
37676,plen,adjective,,simple
37677,plen,adjective,,understandable
37678,po,infix,,when
37679,po,infix,,where
37680,popote,adjective,,anywhere
37681,popote,adjective,,wherever
37682,poa,verb,,be calm
37683,poa,verb,,calm down
37684,poa,verb,,calm
37685,poa,verb,,chill
37686,poa,verb,,cool off
37687,poa,verb,,cool
37688,poa,verb,,pause
37689,poa,verb,,recover (from an illness)
37690,poa,verb,,get well
37691,poa,adjective,,cool
37692,poa,phrase,,"response to ""mambo"""
37693,pochi,noun 5/6,mapochi,omen
37694,pochi,noun 9/10,pochi,purse
37695,poda,noun 9/10,poda,face)
37696,podea,noun 9/10,podea,tc)
37697,podo,noun 5/6,mapodo,rrows)
37698,podo,noun 9/10,podo,rrows)
37699,pofu,adjective,,blind
37700,pofu,noun,,eland (Boselaphus canna)
37701,pofu,noun 5/6an,mapofu,eland
37702,pofua,verb,,blind
37703,pofua,verb,,damage
37704,pofua,verb,,destroy
37705,pofua,verb,,ruin
37706,macho,verb,,blind
37707,pofuka,verb,,become blind
37708,pofulia,verb,,bado
37709,pofusha,verb,,make blind
37710,pogo,adjective,,crooked
37711,pogo,adjective,,sideways
37712,pogo,noun 5/6,mapogo,asymmetry
37713,pogo,noun 5/6,mapogo,irregularity
37714,pogo,noun 5/6,mapogo,lopsidedness
37715,pogoa,verb,,cut off (branches )
37716,pogoa,verb,,lop
37717,pogoa,verb,,prune
37718,pogolea,verb,,bado
37719,pogolewa,verb,,be pruned
37720,pogoo,noun 5/6,mapogoo, tree
37721,pogosha,verb,,bado
37722,pointi,noun 9/10,pointi,dot
37723,pointi,noun 9/10,pointi,point
37724,pojo,noun 9/10,pojo,ungo)
37725,pojo,noun 9/10,pojo,f)
37726,poka,verb,,appropriate (by force)
37727,poka,verb,,rob
37728,poka,verb,,snatch
37729,poka,verb,,steal
37730,poka,verb,,take away (by force)
37731,pokana,verb,,rob from each other
37732,pokana,verb,,steal from each other
37733,pokea,verb,,accept
37734,pokea,verb,,acknowledge
37735,pokea,verb,,admit
37736,pokea,verb,,agree
37737,pokea,verb,,approve
37738,pokea,verb,,consent
37739,pokea,verb,,obtain
37740,pokea,verb,,receive
37741,pokea,verb,,relieve
37742,pokea,verb,,replace
37743,pokea,verb,,stand in for someone
37744,pokea,verb,,take in (as a guest)
37745,pokea,verb,,welcome (as a guest)
37746,pokelea,verb,,bado
37747,pokelewa,verb,,be accepted
37748,pokeleza,verb,,bado
37749,pokeo,noun 5/6,mapokeo,acceptance
37750,pokeo,noun 5/6,mapokeo,custom
37751,pokeo,noun 5/6,mapokeo,eceived
37752,pokeo,noun 5/6,mapokeo,reception
37753,pokeo,noun 5/6,mapokeo,superstition
37754,pokeo,noun 5/6,mapokeo,tradition
37755,pokeo,noun 5/6,mapokeo,usage
37756,pokewa,verb,,be received
37757,pokeza,verb,,hand out
37758,pokeza,verb,,hand over
37759,pokeza,verb,,issue
37760,pokezana,verb,,alternate
37761,pokezana,verb,,give and receive
37762,pokezana,verb,,take turns
37763,pokezanya,verb,,alternate
37764,pokezanya,verb,,give and receive
37765,pokezanya,verb,,take turns
37766,pokezi,noun 5/6,mapokezi,acceptance
37767,pokezi,noun 5/6,mapokezi,custom
37768,pokezi,noun 5/6,mapokezi,reception
37769,pokezi,noun 5/6,mapokezi,superstition
37770,pokezi,noun 5/6,mapokezi,tradition
37771,pokezi,noun 5/6,mapokezi,usage
37772,pokoa,verb,,cut off (branches )
37773,pokoa,verb,,lop
37774,pokoa,verb,,prune
37775,pokonya,verb,,snatch
37776,pokonya,verb,,ravish
37777,pokonya,verb,,rob
37778,pokonya,verb,,take by force
37779,pole,verb,,express sympathy
37780,shauri,verb,,give a piece of advice
37781,pole,adjective,,amiable
37782,pole,adjective,,calm
37783,pole,adjective,,careful
37784,pole,adjective,,cautious
37785,pole,adjective,,gentle
37786,pole,adjective,,kind
37787,pole,adjective,,slow
37788,pole,adjective,,mild
37789,pole,adverb,,gently
37790,pole,adverb,,slowly
37791,pole,adverb,,softly
37792,pole,interjection,,expression of compassion
37793,pole,interjection,,Excuse me!
37794,pole,interjection,,sorry!
37795,pole,interjection,,expression of sympathy
37796,polepole,verb,,calm
37797,polepole,adjective,,gentle
37798,polepole,adjective,,gradually
37799,polepole,adjective,,kind
37800,polepole,adjective,,mild
37801,polepole,adverb,,careful
37802,polepole,adverb,,cautious
37803,polepole,adverb,,slow
37804,polisi,noun 5/6an,mapolisi,fficer
37805,polisi,noun 9/10,polisi,orce
37806,madahiro,noun,madahiro,politeness
37807,pombe,noun 9/10,pombe,everage
37808,pombe,noun 9/10,pombe,beer
37809,pombe,noun 9/10,pombe,rink
37810,pombo,noun 9/10,pombo,ravies)
37811,pombo,noun 9/10,pombo, vegetable
37812,pomboo,noun 5/6an,mapomboo,porpoise
37813,pomoka,verb,,be broken
37814,pomoka,verb,,be fallen down
37815,pomoni,adverb,,chockfull
37816,pomoni,adverb,,crowded
37817,pona,verb,,get better (from an illness)
37818,pona,verb,,escape without injury
37819,pona,verb,,exist
37820,pona,verb,,flee (from danger)
37821,pona,verb,,heal
37822,pona,verb,,improve
37823,pona,verb,,live
37824,pona,verb,,make a living
37825,pona,verb,,recover
37826,pona,verb,,be rescued
37827,pona,verb,,run away (from danger)
37828,pona,verb,,be saved
37829,pona,verb,,survive
37830,pona,verb,,get well from illness
37831,ponda,verb,,annihilate
37832,ponda,verb,,crush
37833,ponda,verb,,destroy
37834,ponda,verb,,discredit
37835,ponda,verb,,grind
37836,ponda,verb,,overwhelm
37837,ponda,verb,,pound
37838,ponda,verb,,ram
37839,ponda,verb,,run over (with a vehicle)
37840,ponda,verb,,tamp
37841,ponda,verb,,pulverize
37842,pondea,verb,,grind in
37843,pondeo,noun 5/6,mapondeo,hoemakers
37844,pondeo,noun 5/6,mapondeo,hoemakers
37845,pondo,noun 5/6,mapondo,boathook
37846,pondo,noun 5/6,mapondo,ole
37847,pondwa,verb,,be crushed
37848,pondwa,verb,,be pulverized
37849,ponea,verb,,be dependant on something for one's livelihood
37850,ponea,verb,,live off
37851,ponea,verb,,be saved by
37852,pongea,verb,,bring something difficult to a conclusion
37853,pongea,verb,,recover (from an illness)
37854,pongeza,verb,,congratulate
37855,pongezi,noun 9/10,pongezi,congratulations
37856,pongono,noun 5/6,mapongono,quiver
37857,poni,verb,,pawn
37858,poni,verb,,pledge
37859,poni,noun 9/10,poni,pledge
37860,pono,noun 9/10an,pono,oral)
37861,ponoa,verb,,pull (the bark from a tree etc)
37862,ponoa,verb,,strip (the bark from a tree etc)
37863,ponoa,verb,,wipe off (the hands)
37864,ponta,noun 9/10,ponta,titch
37865,ponta,noun 9/10,ponta,eam
37866,ponya,verb,,cure
37867,ponya,verb,,heal
37868,ponya,verb causative,,cause to flee
37869,ponya,verb causative,,rescue
37870,ponya,verb causative,,cause to run away
37871,ponya,verb causative,,save
37872,ponyeka,verb,,be curable
37873,ponyesha,verb causative,,cure
37874,ponyesha,verb causative,,cause to flee
37875,ponyesha,verb causative,,heal
37876,ponyesha,verb causative,,rescue
